"id","department","code","customer","main_address","del_address","date","credit_limit","contact","line_business","years_business","capital_invested","registration","type_organization","terms","mode_payment","credit_request","officer","officer_address","depository","account","contact_person","bank_contact","tag_","encoded","sales_officer","pricelist","area","terms_details","custom1","manual_code","approval","main_code","shared_to","company","tin","card_no","category","birthdate","gender","fax","email","officer_contact_no","contact_person_contact_no","acctng_officer","acctng_officer_contact_no","invoice","dr","discount","receipt_qty","trucking_name","trucking_address","trucking_contact_no","trucking_remarks","trucking_name2","trucking_address2","trucking_contact_no2","trucking_remarks2","trucking_name3","trucking_address3","trucking_contact_no3","trucking_remarks3","option1","option2","option3","other_address1","commission_rate1","commission_rate2","contact_person_email","print_no_price","contact_tel_no","acctng_contact_person","acctng_contact_number","acctng_email","owner_contact_person","owner_contact_number","owner_email","second_address","group_code","type_code","customer_type","agent_commission","remarks","inactive","order_days"
"36",,"35","All Home Corp. - Citta Italia Quickfix","All Home Quickfix, Imus",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"37",,"36","All Home Corp. - Cauayan","All Home Cauayan, Cauayan City",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","WAREHOUSE ADD: BLDG.5 DHL LOGISTICS CENTRE, KM 17 WEST SERV. ROAD SOUTH SUP HI WAY BICUTAN PARANAQUE","SCHEDULE BEFORE DELIVER: 0919-0841785 MIMAI MERCADO",,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"38",,"37","All Home Corp. - Venezia - Quick Fix","AllHome Quick Fix, Las Pinas City",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"39",,"38","ALL HOME CORP. - BULACAN","LOWER GRAND FLR",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / SHARALYN LUIS-GRANDA- GLASSWARE",,,"FLORES, SHIELA MARIE  - 04 November 2022 03:01:38","ANTHONY",,,,,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","WAREHOUSE ADD: BLDG.5 DHL LOGISTICS CENTRE, KM 17 WEST SERV. ROAD SOUTH SUP HI WAY BICUTAN PARANAQUE","SCHEDULE BEFORE DELIVER: 0919-0841785 MIMAI MERCADO",,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"40",,"39","All Home Corp. - Butuan","Gusan-Misamis Oriental Rd.,Butuan",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","WAREHOUSE ADD: BLDG.5 DHL LOGISTICS CENTRE, KM 17 WEST SERV. ROAD SOUTH SUP HI WAY BICUTAN PARANAQUE","SCHEDULE BEFORE DELIVER: 0919-0841785 MIMAI MERCADO",,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"41",,"40","All Home Corp. - Citta Italia","Corner na T, Cavite",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"42",,"41","All Home Corp. - Daanghari","Starmall Molino Molino Road,Bacoor City,",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"43",,"42","All Home Corp. - Dasma","Vista Mall Aguinaldo Hi-Way.B, Cavite",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"44",,"43","All Home Corp. - Gapan","KM88 Camella Gapan Maharlika H,",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","WAREHOUSE ADD: BLDG.5 DHL LOGISTICS CENTRE, KM 17 WEST SERV. ROAD SOUTH SUP HI WAY BICUTAN PARANAQUE","SCHEDULE BEFORE DELIVER: 0919-0841785 MIMAI MERCADO",,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"45",,"44","All Home Corp. - General Trias","Brgy.San Francisco Cavite",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"46",,"45","ALL HOME CORP. - GENSAN","ALLHOME GENERAL SANTOS,GENERAL SANTOS CIT",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / SHARALYN LUIS-GRANDA- GLASSWARE",,,"FLORES, SHIELA MARIE  - 04 November 2022 03:02:39","ANTHONY",,,,,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","WAREHOUSE ADD: BLDG.5 DHL LOGISTICS CENTRE, KM 17 WEST SERV. ROAD SOUTH SUP HI WAY BICUTAN PARANAQUE","SCHEDULE BEFORE DELIVER: 0919-0841785 MIMAI MERCADO",,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"47",,"46","All Home Corp. - Imus","Palico 4 Aguinaldo Imus,Cavite",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"48",,"47","ALL HOME CORP. - KORONADAL","SANTO NINO,SOUTH COTABATO",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / SHARALYN LUIS-GRANDA- GLASSWARE",,,"FLORES, SHIELA MARIE  - 04 November 2022 03:13:43","ANTHONY",,,,,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","WAREHOUSE ADD: BLDG.5 DHL LOGISTICS CENTRE, KM 17 WEST SERV. ROAD SOUTH SUP HI WAY BICUTAN PARANAQUE","SCHEDULE BEFORE DELIVER: 0919-0841785 MIMAI MERCADO",,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"49",,"48","All Home Corp. - Las Pinas","2nd Level Starmall Las Pinas City",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"50",,"49","All Home Corp. - Libis","E.Rodriguez Jr. Ave, Q.C",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"51",,"50","ALL HOME CORP. - MALOLOS","VISTA MALL MC ARTHUR HIGHWAY,BULACAN",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / SHARALYN LUIS-GRANDA- GLASSWARE",,,"FLORES, SHIELA MARIE  - 04 November 2022 03:15:33","ANTHONY",,,,,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","WAREHOUSE ADD: BLDG.5 DHL LOGISTICS CENTRE, KM 17 WEST SERV. ROAD SOUTH SUP HI WAY BICUTAN PARANAQUE","SCHEDULE BEFORE DELIVER: 0919-0841785 MIMAI MERCADO",,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"52",,"51","All home Corp. - Masibay","Bf Drive,Bf Resort Village Talon 2",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"53",,"52","All Home Corp. - Masibay Quick Fix","Allhome Quick fix,Las Pinas City",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"54",,"53","All Home Corp. - North Molino","Vista Mall North molino,Cavite",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"55",,"54","All Home Corp. - Quezon City","Eugenio Lopez Drive Diliman,Q.C",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"56",,"55","ALL HOME CORP. - SAN ILDEFONSO","BRGY. GARLANG MAHARLIKA HIGHWAY,BULACAN",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / SHARALYN LUIS-GRANDA- GLASSWARE",,,"FLORES, SHIELA MARIE  - 04 November 2022 03:22:47","ANTHONY",,,,,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","WAREHOUSE ADD: BLDG.5 DHL LOGISTICS CENTRE, KM 17 WEST SERV. ROAD SOUTH SUP HI WAY BICUTAN PARANAQUE","SCHEDULE BEFORE DELIVER: 0919-0841785 MIMAI MERCADO",,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"57",,"56","All Home Corp. - Silang","Emilio Aguinaldo Hway,Silang Cavite",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"58",,"57","All Home Corp. - Springville","M.V Villar Ave,Camella, Sprin,Cavite",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"59",,"58","All Home Corp. - Springville - Quick Fix","Allhome Quick Fix,Bacoor Cavity",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"60",,"59","All Home Corp. - Sta Maria","Vista Mall Santa Maria,Santa Maria",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","WAREHOUSE ADD: BLDG.5 DHL LOGISTICS CENTRE, KM 17 WEST SERV. ROAD SOUTH SUP HI WAY BICUTAN PARANAQUE","SCHEDULE BEFORE DELIVER: 0919-0841785 MIMAI MERCADO",,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"61",,"60","All Home Corp. - Taguig","Levi Mariano Ave Brgy UsusanT,Taguig City",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"62",,"61","All Home Corp. - Tanza","Brgy. Punta 2,Cavite",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"63",,"62","All Home Corp. - The Farm - Quick fix","Allhome Quick fix,Bacoor",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"64",,"63","All Home Corp. - Tierra Nevada","Camella Tierra Nevada,Brgy.S Cavite",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"65",,"64","All Home Corp. - Tierra Nevada - Quick Fix","Vista Mall General Trias,General Trias",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"66",,"65","All Home Corp. - Kawit","Centennial Road Brgy Magdalo K, Cavite",,"0000-00-00",,,,,,,,,,,,,,,"KITCHEN WARE: MINA DADULA- / Sharalyn Luis-Granda- Glassware",,,,"ANTHONY",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"KITCHEN WARE: MINA DADULA- 0975-734-2543  Tel #: 880-1100 loc 2518/ Sharalyn Luis-Granda- Glassware-Cellphone #: +639351873736; +639212199226/ Telephone #: 830-1900 local 2431
",,,"YES",,"LESS 10%","3 SETS W/ P.O","DIRECTLY DELIVER TO STORE",,,,,,,,,,,,,,,,"1.50%",,"mdadula05.allhome@gmail.com /sharalyn.luis@allhome.ph",,,,,,,,,,,,,"5",,,"30"
"67",,"66","Alveo Land Corporation","Escala Salcedo, San Agustin St. Salcedo",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"68",,"67","ALVIN BAZAAR INC.","F.S PAJARES AVE., SANTIAGO DIST. PAGADIAN CITY",,"0000-00-00",,"062-214-2781/062-925-0389/214-3916/ 0921-804-2857/",,,,,,"120",,,"ALVIN ANG",,,,,,,"FLORES, SHIELA MARIE  - 04 November 2022 03:24:46","NARESH","PP",,"120 DAYS",,,,,,,"005-228-311-002",,,"0000-00-00",,"062-214-3915","alvinbazaar81999@yahoo.com",,"062-214-1490/062-214-2781",,,,"YES",,"WAYBILL","JADE CARGO  (OLD)",,,,"OCEANIC VIA OZAMIS CITY",,"0907-6130368","CALL BEFORE DELIVER ",,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"69",,"68","Amaia Steps Pasig Condominium Corp.","Amaia Steps Pasig Brgy. San Miguel, Eusebio Ave, Pasig City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,,,,,,,,,,,"0000-00-00",,,,,,,,"YES","YES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"70",,"69","AMAR EMPORIUM","BACOLOD CITY",,"0000-00-00",,,,,,,,,,,,,,,,,,"FLORES, SHIELA MARIE  - 04 November 2022 03:26:04","DELFIN",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,"DISCOVERY HAULERS INC. ","CONTAINER YARD-2 BLK4 LOT 345 MANILA HARBOUR ROAD 10 VETAS TONDO (OPPOSITE SMOKEY MOUNTAIN)",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"71",,"70","Amy","967 CM Recto St.",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
